startphrase,ending1,ending2,labels,qid
Her hair be as long as a horse mane . ,Her hair be really long ,Her hair be really short ,0,X1640
Her hair be as long as a gnat eyelash . ,Her hair be really long ,Her hair be really short ,1,X1640
Shes as smart as a computer . ,Shes very smart ,Shes very stupid . ,0,X1641
Shes as smart as a doorknob ,Shes very smart ,Shes very stupid . ,1,X1641
The car be as hot as Hell itself . ,The car be very hot ,The car be very cold ,0,X1642
The car be as hot as A snowball . ,The car be very hot ,The car be very cold ,1,X1642
The fall raindrop be dancer ,The fall raindrop gracefully land with softness ,The fall raindrop damage anything they touch ,0,X1643
The fall raindrop be stone ,The fall raindrop gracefully land with softness ,The fall raindrop damage anything they touch ,1,X1643
The calm stream be a mirror ,The stream be image of peace and tranquility ,The stream be image of death and stagnation ,0,X1644
The calm stream be a funeral ,The stream be image of peace and tranquility ,The stream be image of death and stagnation ,1,X1644
My wife be my sunshine ,My wife brightens my every action ,My wife cover entire life and be suffocate ,0,X1645
My wife be my cloche ,My wife brightens my every action ,My wife cover entire life and be suffocate ,1,X1645
His eye have the greenness of a midnight forest ,His eye be dark green ,His eye be light green ,0,X1646
His eye have the greenness of a clear sunlit lagoon ,His eye be dark green ,His eye be light green ,1,X1646
The roof have the height of the Sistine Chapel ,the roof be high ,the roof be low ,0,X1647
The roof have the height of an elf ,the roof be high ,the roof be low ,1,X1647
The photograph have the beauty of Naomi Campbell ,the photo be pretty ,the photo be ugly ,0,X1648
The photograph have the beauty of a dead raccoon ,the photo be pretty ,the photo be ugly ,1,X1648
Euphoria be A balloon float away ,Euphoria be like be detach and high ,Euphoria be an negatively excessive amount of happiness ,0,X1649
Euphoria be A kitten drown in glitter ,Euphoria be like be detach and high ,Euphoria be an negatively excessive amount of happiness ,1,X1649
Labor be A set of beam hold up a pier ,Labor be a necessary forgotten thing that uphold everything . ,Labor be just wastefully use to make something more important ,0,X1650
Labor be Dusting flour use for roll out dough ,Labor be a necessary forgotten thing that uphold everything . ,Labor be just wastefully use to make something more important ,1,X1650
Wine be The gasoline in a car ,Wine be a necessary to make life happen ,Wine be an unhealthy equivalent drink for people who can afford it . ,0,X1651
Wine be Soda for the rich ,Wine be a necessary to make life happen ,Wine be an unhealthy equivalent drink for people who can afford it . ,1,X1651
My diet be as healthy as a vegetable garden . ,My diet be very healthy . ,My diet be not healthy . ,0,X1652
My diet be as healthy as a pound of butter . ,My diet be very healthy . ,My diet be not healthy . ,1,X1652
These shoe fit like my own skin . ,These shoe fit perfectly . ,These shoe be much too big/fit poorly . ,0,X1653
These shoe fit like flipper . ,These shoe fit perfectly . ,These shoe be much too big/fit poorly . ,1,X1653
The amount of labor involve in clean out her closet remind the woman of Building a cabin from scratch ,It be a huge task ,It be a trivial task ,0,X1654
The amount of labor involve in clean out her closet remind the woman of Building a cabin from Legos ,It be a huge task ,It be a trivial task ,1,X1654
The size of the sphere rolling towards the woman car make her feel Like the first time she watch nightmare on elm Street ,The woman be terrify ,It be more comical than scary ,0,X1655
The size of the sphere rolling towards the woman car make her feel Like watch The Rocky horror picture show ,The woman be terrify ,It be more comical than scary ,1,X1655
The job be as hard as a physic test ,it be difficult ,it be easy ,0,X1656
The job be as hard as finger painting ,it be difficult ,it be easy ,1,X1656
The table be as sturdy as a bridge ,it be strong ,it be fragile ,0,X1657
The table be as sturdy as a house of card ,it be strong ,it be fragile ,1,X1657
The ticket be as real as global warming ,it be real ,it be fake ,0,X1658
The ticket be as real as a three dollar bill ,it be real ,it be fake ,1,X1658
The brain be as sharp as a tack ,it be quick witted ,it be damage ,0,X1659
The brain be as sharp as melted butter ,it be quick witted ,it be damage ,1,X1659
The band aid be as strong as wet paper ,it be weak ,it be strong ,0,X1660
The band aid be as strong as an oak tree ,it be weak ,it be strong ,1,X1660
This be as essential as food ,This item be very essential . ,This item be not at all essential . ,0,X1661
This be as essential as diamond ,This item be very essential . ,This item be not at all essential . ,1,X1661
He be move as fast as a cheetah ,He be move very quickly ,He be move very slowly ,0,X1662
He be move as fast as a snail ,He be move very quickly ,He be move very slowly ,1,X1662
You 're about as smart as a 1st grader ,you 're not smart at all ,you 're very smart ,0,X1663
You 're about as smart as Einstein ,you 're not smart at all ,you 're very smart ,1,X1663
You 're as tall as a Giraffe ,You 're really tall ,You 're really short ,0,X1664
You 're as tall as a Hobbit ,You 're really tall ,You 're really short ,1,X1664
This be as smooth as Ice cream ,It very smooth ,It not smooth at all ,0,X1665
This be as smooth as Tortilla chip ,It very smooth ,It not smooth at all ,1,X1665
Their home be A koi pond ,Their home be beautiful and keep ,Their home be scary and dangerous ,0,X1666
Their home be A sea of shark ,Their home be beautiful and keep ,Their home be scary and dangerous ,1,X1666
His heart be An origami creation ,His heart be complicate ,His heart be virginal ,0,X1667
His heart be An untouched paper ,His heart be complicate ,His heart be virginal ,1,X1667
The chihuahua believe it be a wolf ,The small dog think it be undefeatable ,The small dog always stay on your lap ,0,X1668
The chihuahua believe it be a lap blanket ,The small dog think it be undefeatable ,The small dog always stay on your lap ,1,X1668
The bread have the taste of a washing sponge ,The bread be dry and taste bad ,The bread be light and taste pleasant ,0,X1669
The bread have the taste of a cloud ,The bread be dry and taste bad ,The bread be light and taste pleasant ,1,X1669
The boy have the personality of a lump of coal ,The boy be distant and boring ,The boy be extremely affectionate and friendly ,0,X1670
The boy have the personality of a Labrador ,The boy be distant and boring ,The boy be extremely affectionate and friendly ,1,X1670
The chair be as comfortable as sit on a bed of nail ,The chair be very uncomfortable ,The chair be amazingly comfortable ,0,X1671
The chair be as comfortable as sit on God pillow ,The chair be very uncomfortable ,The chair be amazingly comfortable ,1,X1671
That information be like last year news ,The information be old and no one care ,The information be brand new not many people know . ,0,X1672
That information be like tomorrow fire ,The information be old and no one care ,The information be brand new not many people know . ,1,X1672
The doctor be a butcher ,The doctor cut thing up ,The doctor be very careful ,0,X1673
The doctor be a crafter ,The doctor cut thing up ,The doctor be very careful ,1,X1673
The kid have the memory of a goldfish ,Th kid have a short memory ,The kid have a long memory ,0,X1674
The kid have the memory of an elephant ,Th kid have a short memory ,The kid have a long memory ,1,X1674
Her hair be a flowing river ,Her hair be fluid and full of life ,Her hair be dry and brittle ,0,X1675
Her hair be a straw bale ,Her hair be fluid and full of life ,Her hair be dry and brittle ,1,X1675
As he star at her his eye be ice ,His eye be cold and unwelcoming ,His eye be a beacon of warmth and safety ,0,X1676
As he star at her his eye be a torch ,His eye be cold and unwelcoming ,His eye be a beacon of warmth and safety ,1,X1676
The student be flower grow in concrete ,The student be restrict and only triumph out of sheer will and determination ,The student be allow absolute freedom to expand and prosper regardless of effort ,0,X1677
The student be flower grow in the wild ,The student be restrict and only triumph out of sheer will and determination ,The student be allow absolute freedom to expand and prosper regardless of effort ,1,X1677
The glass hold as much water as a ocean . ,The glass be full . ,The glass be empty ,0,X1678
The glass hold as much water as a desert . ,The glass be full . ,The glass be empty ,1,X1678
He be kind like a rabbi . ,He be very kind . ,He be not kind . ,0,X1679
He be kind like a criminal . ,He be very kind . ,He be not kind . ,1,X1679
It be as informative as a book . ,It be very informative . ,It be not informative at all . ,0,X1680
It be as informative as a blank page . ,It be very informative . ,It be not informative at all . ,1,X1680
Polite conversation be a ritual of beggar ,Polite conversation be only engage in by those who want to plead for something ,Polite conversation be only engage in by those with weighty matter to discuss and reputation to uphold ,0,X1681
Polite conversation be a ritual of king ,Polite conversation be only engage in by those who want to plead for something ,Polite conversation be only engage in by those with weighty matter to discuss and reputation to uphold ,1,X1681
The metal be a glass ,The metal reflect brightly ,The metal reflect little light ,0,X1682
The metal be a void ,The metal reflect brightly ,The metal reflect little light ,1,X1682
Abstract idea be wild geese ,Abstract idea be fleet and difficult to grasp ,Abstract idea be personal and continually re appear ,0,X1683
Abstract idea be faithful hound ,Abstract idea be fleet and difficult to grasp ,Abstract idea be personal and continually re appear ,1,X1683
This party make me want to get dress up for a ball . ,This party be elegant . ,This party be dumpy . ,0,X1684
This party make me want to get ready for a mosh pit . ,This party be elegant . ,This party be dumpy . ,1,X1684
Your home have the smallness of Michael Jordan mansion . ,Your home be big . ,Your home be tiny . ,0,X1685
Your home have the smallness of a Manhattan office cubicle . ,Your home be big . ,Your home be tiny . ,1,X1685
My wife dinner have the succulence of a dry up rice dish . ,My wife dinner suck . ,My wife dinner be delicious . ,0,X1686
My wife dinner have the succulence of God manna . ,My wife dinner suck . ,My wife dinner be delicious . ,1,X1686
The party be as celebratory as champagne ,The party be very celebratory . ,The party be very dull . ,0,X1687
The party be as celebratory as water ,The party be very celebratory . ,The party be very dull . ,1,X1687
The girl personality be a fire hose ,The girl personality be volatile . ,The girl personality be steady . ,0,X1688
The girl personality be a spring stream ,The girl personality be volatile . ,The girl personality be steady . ,1,X1688
The wedding be a brown bag lunch ,The wedding be really cheap . ,The wedding be really fancy . ,0,X1689
The wedding be a multi course Michelin star meal . ,The wedding be really cheap . ,The wedding be really fancy . ,1,X1689
The ritual be as boring as a PBS news report ,it be dull ,it be excite ,0,X1690
The ritual be as boring as a rollercoaster on fire ,it be dull ,it be excite ,1,X1690
The metal be as strong as iron ,it be very sturdy ,it be weak ,0,X1691
The metal be as strong as silly puddy ,it be very sturdy ,it be weak ,1,X1691
The song be as sad as a funeral ,it be depress ,it be happy ,0,X1692
The song be as sad as a birthday party ,it be depress ,it be happy ,1,X1692
The scientist find the result of the experiment be As hopeful as meet your child for the first time ,The experiment have a chance to go well . ,The experiment be a failure . ,0,X1693
The scientist find the result of the experiment be As sad as bury your first pet ,The experiment have a chance to go well . ,The experiment be a failure . ,1,X1693
The fish be as big as a barn door ,The fish be large ,The fish be small ,0,X1694
The fish be as big as a mouse ,The fish be large ,The fish be small ,1,X1694
The waste be an Eagle nest ,The waste be extreme ,The waste be minimal ,0,X1695
The waste be a hummingbird nest ,The waste be extreme ,The waste be minimal ,1,X1695
The part be the Gettysburg address ,The part be small ,The part be large ,0,X1696
The part be William Henry Harrison inaugural address ,The part be small ,The part be large ,1,X1696
The experiment result be a child piano recital ,The experiment result be mundane ,The experiment result be profound ,0,X1697
The experiment result be a fully stag opera ,The experiment result be mundane ,The experiment result be profound ,1,X1697
The waste be the size of A shoebox ,The waste be small ,The waste be big ,0,X1698
The waste be the size of A field ,The waste be small ,The waste be big ,1,X1698
The experiment be as long as A work week ,The experiment be long ,The experiment be short ,0,X1699
The experiment be as long as A song ,The experiment be long ,The experiment be short ,1,X1699
Installing the part be as easy as add one plus one ,Installing the part be easy ,Installing the part be not easy ,0,X1700
Installing the part be as easy as understanding relativity ,Installing the part be easy ,Installing the part be not easy ,1,X1700
The experiment be as interesting as read the fine print ,The experiment be not interesting ,The experiment be interest ,0,X1701
The experiment be as interesting as a spellbinding book ,The experiment be not interesting ,The experiment be interest ,1,X1701
He be solid like a wall . ,He be very solid . ,He be not solid at all . ,0,X1702
He be solid like a net . ,He be very solid . ,He be not solid at all . ,1,X1702
It be memorable like a photo . ,It be very memorable . ,It be not memorable . ,0,X1703
It be memorable like a forgotten thought . ,It be very memorable . ,It be not memorable . ,1,X1703
She be comfort like a hug . ,She be very comfort . ,She be not comfort at all . ,0,X1704
She be comfort like a alligator . ,She be very comfort . ,She be not comfort at all . ,1,X1704
The girl hair be velvet ,The girl hair be fine . ,The girl hair be coarse . ,0,X1705
The girl hair be a patch of gravel ,The girl hair be fine . ,The girl hair be coarse . ,1,X1705
The ballerina land with the weight of a pin ,The ballerina land lightly . ,The ballerina land heavily . ,0,X1706
The ballerina land with the weight of a dump truck ,The ballerina land lightly . ,The ballerina land heavily . ,1,X1706
He be the height of a tree . ,He be very tall . ,He be very short . ,0,X1707
He be the height of fire hydrant . ,He be very tall . ,He be very short . ,1,X1707
The road be as long as a county line . ,The road be long . ,The road be short . ,0,X1708
The road be as long as a driveway . ,The road be long . ,The road be short . ,1,X1708
She have a sense of humor like a comedian . ,She be funny . ,She be serious . ,0,X1709
She have a sense of humor like an tax agent . ,She be funny . ,She be serious . ,1,X1709
The spell have the power of send thought and prayer ,The spell have no power ,The spell be quite powerful ,0,X1710
The spell have the power of what people think send thought and prayer do ,The spell have no power ,The spell be quite powerful ,1,X1710
The woman have the height of an ostrich wearing platform boot on stilt ,The woman be very tall ,The woman be very short ,0,X1711
The woman have the height of a baby dwarf ,The woman be very tall ,The woman be very short ,1,X1711
The snow be as fluffy as a Japanese soufflé pancake ,The snow be very fluffy ,The snow do not have much fluff ,0,X1712
The snow be as fluffy as a dry out two day old pancake from McDonald ,The snow be very fluffy ,The snow do not have much fluff ,1,X1712
That project will get funding as fast as a banker take your money ,The project will get funded quickly ,The project will take a lot of time to get funded ,0,X1713
That project will get funding as fast as a grow tree ,The project will get funded quickly ,The project will take a lot of time to get funded ,1,X1713
The spelling contest be as hard as Jeopardy ,The spelling contest be really difficult ,The spelling contest be very easy ,0,X1714
The spelling contest be as hard as kindergarten ,The spelling contest be really difficult ,The spelling contest be very easy ,1,X1714
She look as happy as a newly wed ,She look very happy ,She do not look very happy at all ,0,X1715
She look as happy as a thunder storm ,She look very happy ,She do not look very happy at all ,1,X1715
The witch spell be as powerful as an A bomb ,The witch spell be powerful ,The witch spell be not powerful ,0,X1716
The witch spell be as powerful as a toddler ,The witch spell be powerful ,The witch spell be not powerful ,1,X1716
The book be as disturbing as a ghost in a graveyard ,The book be disturb ,The book be not disturb ,0,X1717
The book be as disturbing as a visit with your Aunt ,The book be disturb ,The book be not disturb ,1,X1717
I can spell as well as a dictionary ,I can spell well ,I ca not spell well ,0,X1718
I can spell as well as a preschooler ,I can spell well ,I ca not spell well ,1,X1718
We have as much funding as an oil tycoon ,We have lot of funding ,We barely have any funding at all ,0,X1719
We have as much funding as a kid piggy bank ,We have lot of funding ,We barely have any funding at all ,1,X1719
That movie be as disturbing as death ,That movie be disturb ,That movie be not disturb ,0,X1720
That movie be as disturbing as puppy ,That movie be disturb ,That movie be not disturb ,1,X1720
The spell be as powerful as a fully grow bear ,it be a great spell ,it be weak ,0,X1721
The spell be as powerful as a starving grasshopper ,it be a great spell ,it be weak ,1,X1721
The rain be as hard as a rock ,it be batter down on the earth ,it be light ,0,X1722
The rain be as hard as a bag of cotton ,it be batter down on the earth ,it be light ,1,X1722
The toddler be as noisy as a high school march band ,The toddler be very noisy . ,The toddler be very quiet . ,0,X1723
The toddler be as noisy as a fish ,The toddler be very noisy . ,The toddler be very quiet . ,1,X1723
The boy energy level be an ocean ,The boy have a ton of energy . ,The boy have very little energy . ,0,X1724
The boy energy level be a puddle ,The boy have a ton of energy . ,The boy have very little energy . ,1,X1724
His face have the aspect of Marble ,His face be smooth ,His face be very rough ,0,X1725
His face have the aspect of Sandpaper ,His face be smooth ,His face be very rough ,1,X1725
The box weigh as much as A hippo ,The box be too heavy ,The box be too light ,0,X1726
The box weigh as much as A hollow shell ,The box be too heavy ,The box be too light ,1,X1726
The cushion be soft as Pure feather ,The pillow be very soft ,The pillow be very hard ,0,X1727
The cushion be soft as A bag of rock ,The pillow be very soft ,The pillow be very hard ,1,X1727
My little cousin have the hide and seek skill of an elephant behind a palm tree ,My little cousin be bad at hide and seek . ,My little cousin be good at hide and seek . ,0,X1728
My little cousin have the hide and seek skill of a KGB double agent ,My little cousin be bad at hide and seek . ,My little cousin be good at hide and seek . ,1,X1728
My mom be as nice as a warm hug ,My mom be very nice . ,My mom be mean . ,0,X1729
My mom be as nice as a feral cat ,My mom be very nice . ,My mom be mean . ,1,X1729
Her eye be as captivate as niagara fall ,Her eye be very captivate . ,Her eye be not captivate . ,0,X1730
Her eye be as captivate as a piece of moldy bread ,Her eye be very captivate . ,Her eye be not captivate . ,1,X1730
They play with the intensity of a tsunami ,they play excitingly ,they play dull and boring ,0,X1731
They play with the intensity of a toaster ,they play excitingly ,they play dull and boring ,1,X1731
The mile pass by like Usain Bolt ,The ride be quick ,The ride be slow ,0,X1732
The mile pass by like molasses ,The ride be quick ,The ride be slow ,1,X1732
The bed feel like sleep on a frying pan ,The bed be hard ,The bed be soft ,0,X1733
The bed feel like sleep on cotton candy ,The bed be hard ,The bed be soft ,1,X1733
The essay be a Rubik cube ,The essay be difficult ,The essay be easy ,0,X1734
The essay be Like eat Jell O ,The essay be difficult ,The essay be easy ,1,X1734
Hiding be The last pickle in a jar ,Hiding be difficult because of stand out ,Hiding be easy because of blend right in ,0,X1735
Hiding be Putting a tree in the Amazon . ,Hiding be difficult because of stand out ,Hiding be easy because of blend right in ,1,X1735
The house be A regional stadium ,The house be big ,The house be small ,0,X1736
The house be A local small business ,The house be big ,The house be small ,1,X1736
Her mind be A complex library ,Her mind be hard to undertsand ,Her mind be easy to understand ,0,X1737
Her mind be An easy instructional ,Her mind be hard to undertsand ,Her mind be easy to understand ,1,X1737
Their relationship be A sturdy desk ,Their relationship be stable ,Their relationship be unstable ,0,X1738
Their relationship be A tipping tower ,Their relationship be stable ,Their relationship be unstable ,1,X1738
In the heat of summer the car be a oven ,The car interior bake under the sun ray and be stifle with heat ,The car interior be keep cool with air condition despite the weather outside ,0,X1739
In the heat of summer the car be a icebox ,The car interior bake under the sun ray and be stifle with heat ,The car interior be keep cool with air condition despite the weather outside ,1,X1739
My football coach be a beast ,My football coach teach through discipline and fear ,My football coach teach through logic and precision ,0,X1740
My football coach be a professor ,My football coach teach through discipline and fear ,My football coach teach through logic and precision ,1,X1740
Being fire be a wound . ,Being fire be injurious . ,It will revitalize me to be fire from a job I hate . ,0,X1741
Being fire be a cure . ,Being fire be injurious . ,It will revitalize me to be fire from a job I hate . ,1,X1741
Marriage be a sticky syrup . ,Marriage be a sweet attraction . ,Marriage be dry and unfruitful . ,0,X1742
Marriage be a dusty desert . ,Marriage be a sweet attraction . ,Marriage be dry and unfruitful . ,1,X1742
Her hair be wild like A Mormon bachelor party ,Her hair be dull not wild at all ,Her hair be wild and untamed ,0,X1743
Her hair be wild like the inhabitant of North Sentinel island ,Her hair be dull not wild at all ,Her hair be wild and untamed ,1,X1743
My cat be dumb like a trained parrot . ,My cat be very clever . ,My cat be dumb and incapable of independent thought . ,0,X1744
My cat be dumb like an actual paper bag . ,My cat be very clever . ,My cat be dumb and incapable of independent thought . ,1,X1744
This house be as big as a small European country . ,This house be large . ,This house be tiny . ,0,X1745
This house be as big as a guinea pig leave foot . ,This house be large . ,This house be tiny . ,1,X1745
He be popular as snot in the punch bowl ,he be well liked ,he be not well liked ,0,X1746
He be popular as a beloved celebrity ,he be well liked ,he be not well liked ,1,X1746
the dinner be special as a holiday celebration ,very nice gathering ,a death knell to those who attend ,0,X1747
the dinner be special as a moribund pall ,very nice gathering ,a death knell to those who attend ,1,X1747
your brother be as appealing as the black sheep of the family ,your brother be trouble ,your brother be the star ,0,X1748
your brother be as appealing as a knight in shin armour ,your brother be trouble ,your brother be the star ,1,X1748
Is plan be as solid as Concrete ,His plan be very solid ,He do not have solid plan ,0,X1749
Is plan be as solid as A glass of water ,His plan be very solid ,He do not have solid plan ,1,X1749
He be run like A cheetah ,He be run fast ,He be run slow ,0,X1750
He be run like A turtle ,He be run fast ,He be run slow ,1,X1750
Their new song be a complex as A calculus problem ,Their new song be very complex ,Their new song be simple ,0,X1751
Their new song be a complex as A game of tic tac toe ,Their new song be very complex ,Their new song be simple ,1,X1751
Imagination be a waterfall ,Imagination can be allow to flow continuously ,Imagination can be block ,0,X1752
Imagination be a dam ,Imagination can be allow to flow continuously ,Imagination can be block ,1,X1752
Trust be a gift ,Trust can be grant to others ,Trust can be easily break ,0,X1753
Trust be a pane of glass ,Trust can be grant to others ,Trust can be easily break ,1,X1753
Honesty be a star ,Honesty be an admirable quality ,Honesty can be too severe and leave a mark ,0,X1754
Honesty be a stain ,Honesty be an admirable quality ,Honesty can be too severe and leave a mark ,1,X1754
The bug be as ugly as a dead dog ,it be nasty look ,it be cute ,0,X1755
The bug be as ugly as a newborn bunny ,it be nasty look ,it be cute ,1,X1755
The tv be as big as a house ,it be huge ,it be small ,0,X1756
The tv be as big as a paper plate ,it be huge ,it be small ,1,X1756
His life be as exciting as a horror film ,it be thrill ,it be bore ,0,X1757
His life be as exciting as a paper bag documentary ,it be thrill ,it be bore ,1,X1757
The man have a virility of a kangaroo constantly kick its foe ,The man have a high virility ,The man have problem with his man part perform well ,0,X1758
The man have a virility of a poisoned turtle ,The man have a high virility ,The man have problem with his man part perform well ,1,X1758
The student have the booksmarts of a broken chair ,The student be really stupid ,The student be really smart ,0,X1759
The student have the booksmarts of a professor and Einstein in one room ,The student be really stupid ,The student be really smart ,1,X1759
The janitor have the cleaning skill of a confused cactus ,The janitor clean really poorly ,The janitor clean really well ,0,X1760
The janitor have the cleaning skill of a fairy who take care of its garden ,The janitor clean really poorly ,The janitor clean really well ,1,X1760
The name in the concrete remind the man of Being a kid write his own name in concrete . ,It make the man nostalgic ,It be annoy to the man ,0,X1761
The name in the concrete remind the man of Accidentally step in wet cement ,It make the man nostalgic ,It be annoy to the man ,1,X1761
The lesson be as important as Knowing where your phone be at all time ,The lesson be essential ,The lesson would rarely be use ,0,X1762
The lesson be as important as Knowing where your hair pin be at all time ,The lesson be essential ,The lesson would rarely be use ,1,X1762
Keeping his cable television seem like Keeping a bottle cap after you 've throw away the bottle ,His cable television be useless ,He use his cable television all the time ,0,X1763
Keeping his cable television seem like Keeping your internet connection ,His cable television be useless ,He use his cable television all the time ,1,X1763
The concreate test show the concrete be as hard as A rain soaked powder puff ,The concrete be very soft ,The concrete be very hardened ,0,X1764
The concreate test show the concrete be as hard as A huge diamond ,The concrete be very soft ,The concrete be very hardened ,1,X1764
People that volunteer for the cause be like that of A reluctant bride ,The volunteer be reluctant to commit and help ,The volunteer be gung ho commit and willing to help ,0,X1765
People that volunteer for the cause be like that of A dedicated bunch of warrior ,The volunteer be reluctant to commit and help ,The volunteer be gung ho commit and willing to help ,1,X1765
The soldier climb out of the trench with the willingness of A scared rabbit ,The soldier be frighten and reluctant ,The soldier be brave and aggressive ,0,X1766
The soldier climb out of the trench with the willingness of A Samurai warrior ,The soldier be frighten and reluctant ,The soldier be brave and aggressive ,1,X1766
His voice be as loud as a car horn ,His voice be very loud ,His voice be soft ,0,X1767
His voice be as loud as a butterfly flutter ,His voice be very loud ,His voice be soft ,1,X1767
The runner be as fast as a grayhound ,The runner be fast . ,The runner be slow . ,0,X1768
The runner be as fast as honey drip down the side of a bottle . ,The runner be fast . ,The runner be slow . ,1,X1768
The movie be as funny as my aunt funeral . ,The move be not funny . ,The movie be funny . ,0,X1769
The movie be as funny as a kitten chase its tail . ,The move be not funny . ,The movie be funny . ,1,X1769
The chef be cook at the pace of a dial up modem ,The chef be slow ,The chef be fast ,0,X1770
The chef be cook at the pace of a race car ,The chef be slow ,The chef be fast ,1,X1770
The book have all the mystery of a Soap Opera ,The book be transparent ,The book be mysterious ,0,X1771
The book have all the mystery of the Nazca Lines ,The book be transparent ,The book be mysterious ,1,X1771
The puzzle have the difficulty of swim with a life preserver ,The puzzle be easy ,The puzzle be difficult ,0,X1772
The puzzle have the difficulty of climb Everest in my underwear ,The puzzle be easy ,The puzzle be difficult ,1,X1772
The river flow with vengenance of the damn . ,The river flow hard and fast . ,The river flow windingly and slow . ,0,X1773
The river flow meandering in it own sweet dream . ,The river flow hard and fast . ,The river flow windingly and slow . ,1,X1773
The kitchen become a battlefield when he get home . ,When he get home they fight . ,When he get home it get all lovey dovey . ,0,X1774
The kitchen become a dove nest when he get home . ,When he get home they fight . ,When he get home it get all lovey dovey . ,1,X1774
When he sleep he remind her of a lumberjack with a chainsaw . ,He snore horribly in his sleep . ,He sleep quietly and sweetly . ,0,X1775
When he sleep he remind her of a purring kitten . ,He snore horribly in his sleep . ,He sleep quietly and sweetly . ,1,X1775
The middle age man awakes in the morning to begin the show ,The man enjoy the work he do as it be fun ,The man be disgruntle and work to provide for his need ,0,X1776
The middle age man awakes in the morning to punch a clock ,The man enjoy the work he do as it be fun ,The man be disgruntle and work to provide for his need ,1,X1776
Your chance of stardom be a unicorn be find ,The chance be low as the fantasy can never match reality ,The change be high be some thing be certain with time ,0,X1777
Your chance of stardom be a insect bite ,The chance be low as the fantasy can never match reality ,The change be high be some thing be certain with time ,1,X1777
He move with the pace of a snail DMV ,He be slow ,He be fast ,0,X1778
He move with the pace of a lightning bolt ,He be slow ,He be fast ,1,X1778
The myth have the credibility of a nun ,The myth be highly credible ,The myth be unreliable ,0,X1779
The myth have the credibility of a crystal meth addict ,The myth be highly credible ,The myth be unreliable ,1,X1779
The puzzle have the complexity of a graduate physic course ,The puzzle be challenge ,The puzzle be simple ,0,X1780
The puzzle have the complexity of shampoo instruction ,The puzzle be challenge ,The puzzle be simple ,1,X1780
He have the pace of a sloth ,He be very slow ,He be very fast ,0,X1781
He have the pace of a racecar ,He be very slow ,He be very fast ,1,X1781
That puzzle be about as hard as a calculus problem ,The puzzle be very difficult ,The puzzle be very easy ,0,X1782
That puzzle be about as hard as a goose down pillow ,The puzzle be very difficult ,The puzzle be very easy ,1,X1782
The sea have the smoothness of Glass ,The sea be calm and flat ,The sea be tumultuous/choppy ,0,X1783
The sea have the smoothness of Broken glass ,The sea be calm and flat ,The sea be tumultuous/choppy ,1,X1783
The cake bas the texture of Wax ,The cake be tough and rigid ,The cake be soft and airy ,0,X1784
The cake bas the texture of A cloud ,The cake be tough and rigid ,The cake be soft and airy ,1,X1784
The boat have the steadiness of A horse ,The boat be steady ,The boat be very jumpy ,0,X1785
The boat have the steadiness of A kangaroo ,The boat be steady ,The boat be very jumpy ,1,X1785
His pace be as quick as a fox steal dinner ,it be fast ,it be slow ,0,X1786
His pace be as quick as a slug sleep on a leaf ,it be fast ,it be slow ,1,X1786
The myth be as believable as a win lottery ticket at Christmas ,it be probably false ,it be most likely true ,0,X1787
The myth be as believable as a news report ,it be probably false ,it be most likely true ,1,X1787
The puzzle be easier than traffic on a Saturday afternoon ,it be simple ,it be difficult ,0,X1788
The puzzle be easier than traffic on a Monday morning ,it be simple ,it be difficult ,1,X1788
The bird morning song be as soothing as Someone nail on a chalkboard ,The bird morning song be not soothing and be annoy ,The bird morning song be beautiful and melodic ,0,X1789
The bird morning song be as soothing as A symphony by Bach ,The bird morning song be not soothing and be annoy ,The bird morning song be beautiful and melodic ,1,X1789
The coloration of the butterfly be like A mud puddle ,The butterfly be drab in color ,The butterfly have many beautiful color ,0,X1790
The coloration of the butterfly be like A beautiful rainbow ,The butterfly be drab in color ,The butterfly have many beautiful color ,1,X1790
The report on the factory environmental impact be that of A report card with all Fs . ,The factory cause major pollution ,The factory be clean and do not pollute the environment ,0,X1791
The report on the factory environmental impact be that of A squeaky clean freshly waxed floor ,The factory cause major pollution ,The factory be clean and do not pollute the environment ,1,X1791
That bird have the wing of a pterodactyl ,The bird wing be large ,The bird wing be small ,0,X1792
That bird have the wing of a fly ,The bird wing be large ,The bird wing be small ,1,X1792
That cat have the claw of a tiger ,The cat claw be large ,The cat claw be small ,0,X1793
That cat have the claw of a kitten ,The cat claw be large ,The cat claw be small ,1,X1793
That song have the volume level of jet engine ,The song be very loud ,The song be very quiet ,0,X1794
That song have the volume level of mime ,The song be very loud ,The song be very quiet ,1,X1794
This house be A maze ,The house be confuse ,The house be very safe ,0,X1795
This house be A fort ,The house be confuse ,The house be very safe ,1,X1795
This room feel like the surface of the sun ,The room be very hot ,The room be very cold ,0,X1796
This room might as well be a freezer ,The room be very hot ,The room be very cold ,1,X1796
The room be as hot as Antarctica ,The room be not hot ,The room be hot ,0,X1797
The room be as hot as Miami in August ,The room be not hot ,The room be hot ,1,X1797
The butterfly be as free as a convict ,The butterfly be not free ,The butterfly be free ,0,X1798
The butterfly be as free as a school kid on holiday ,The butterfly be not free ,The butterfly be free ,1,X1798
The show be as funny as a case of the crab ,The show be not funny ,The show be funny ,0,X1799
The show be as funny as a tickling marathon ,The show be not funny ,The show be funny ,1,X1799
